animal_id,group_id,phase,overall_det,first_half_det,second_half_det
F8.03,aged,sample,0.5247878517195177,0.7983870967741935,0.5156136528685549
F8.05,aged,sample,0.535671100362757,0.5294117647058824,0.5301810865191147
F8.06,aged,sample,0.5357007933509633,0.5524475524475524,0.5458851391355832
F8.08,aged,sample,0.5166840458811262,0.4125874125874126,0.4732965009208103
F8.10,aged,sample,0.5339299030574198,0.4556213017751479,0.4837889383343929
F8.12,aged,sample,0.529901356350185,0.33519553072625696,0.4951898734177215
F8.14,aged,sample,0.5187728937728938,0.5864197530864198,0.5022222222222222
F8.16,aged,sample,0.5079075425790754,0.27722772277227725,0.5166487647690655
F8.18,aged,sample,0.5073552425665102,0.3489583333333333,0.47175732217573224
F8.20,aged,sample,0.4375750300120048,0.40606060606060607,0.4309327036599764
B01,aged,test,0.28994082840236685,0.26,0.228147148160648
B02,aged,test,0.44052863436123346,0.5294117647058824,0.024390243902439025
B03,aged,test,0.5425652667423383,0,0.5743670886075949
B04,aged,test,0.45379413974455296,0.42857142857142855,0.5060080106809078
B05,aged,test,0.37458745874587457,0.42857142857142855,0.3451242829827916
B06,aged,test,0.6334332833583208,0.5106382978723404,0.7019867549668874
B07,aged,test,0.3015412425078489,0.11363636363636363,0.07291524962590124
B08,aged,test,0.4684898929845422,0.28888888888888886,0.432
B10,aged,test,0.5449127288207748,0.5973154362416108,0.475254730713246
B12,aged,test,0.45618838992332966,0.4394904458598726,0.43713163064833005
B15,aged,test,0.5548847420417125,0.33620689655172414,0.525911708253359
B22,aged,test,0.5203657522859518,0.36538461538461536,0.5126262626262627
B6.02,aged,test,0.5469151670951157,0.41935483870967744,0.5348725348725348
B6.04,aged,test,0.5564853556485355,0.4336283185840708,0.49667405764966743
B6.05,aged,test,0.4646910466582598,0.45161290322580644,0.4294234592445328
B6.08,aged,test,0.4908116385911179,0.26666666666666666,0.4780023781212842
B6.09,aged,test,0.4454945054945055,0.3701657458563536,0.5466847090663058
B6.11,aged,test,0.43883677298311446,0.5392670157068062,0.3485103991006183
B6.12,aged,test,0.5941363475803603,0.45083932853717024,0.5360699865410498
B6.16,aged,test,0.44690603514132926,0.09558823529411764,0.44246353322528365
B6.20,aged,test,0.6219851576994434,0.3920704845814978,0.5629139072847682
B8.03,aged,test,0.34805945499587115,0.14606741573033707,0.38179148311306904
B8.05,aged,test,0.3477832512315271,0.21348314606741572,0.1885245901639344
B8.07,aged,test,0.4699059561128527,0.5375,0.4600997506234414
F1.01,aged,test,0.3063731170336037,0,0.2876489707475623
F1.02,aged,test,0.547486033519553,0.2922636103151863,0.47619047619047616
F1.03,aged,test,0.43890892696122635,0.10919540229885058,0.59463850528026
F1.04,aged,test,0.4667535853976532,0.3445378151260504,0.46658851113716293
F1.05,aged,test,0.4389243391066545,0.30303030303030304,0.4437609841827768
F1.06,aged,test,0.5863284002818887,0.6519721577726219,0.5646017699115045
F1.07,aged,test,0.30221366698748797,0.2980769230769231,0.31688804554079697
F1.08,aged,test,0.536,0.43103448275862066,0.502410800385728
F1.09,aged,test,0.6348920863309353,0.3333333333333333,0.7035755478662054
F1.10,aged,test,0.3655199374511337,0.08695652173913043,0.31550387596899226
F1.11,aged,test,0.6316858496953284,0.41875,0.6751677852348993
F1.12,aged,test,0.3027027027027027,0.25,0.3016949152542373
F1.14,aged,test,0.4085566525622943,0.5555555555555556,0.44041450777202074
F1.16,aged,test,0.4357142857142857,0.5909090909090909,0.3694158075601375
F1.18,aged,test,0.6251357220412594,0.20105820105820105,0.5448577680525164
F5.01,aged,test,0.498546511627907,0.23648648648648649,0.48659003831417624
F5.02,aged,test,0.42032967032967034,0.47101449275362317,0.43666026871401153
F5.03,aged,test,0.3489368716004615,0.3136842105263158,0.43258928571428573
F5.04,aged,test,0.5767004341534009,0.5757575757575758,0.5331807780320366
F5.05,aged,test,0.4480208786428882,0.27972027972027974,0.4520547945205479
F5.06,aged,test,0.49663978494623656,0.5398773006134969,0.5815899581589958
F5.07,aged,test,0.5678670360110804,0.44545454545454544,0.5566166439290586
F5.08,aged,test,0.5490981963927856,0.32608695652173914,0.5462529274004684
F5.10,aged,test,0.32145684877276326,0.34050179211469533,0.4118773946360153
F5.11,aged,test,0.5063291139240507,0.5746102449888641,0.4683972911963883
F8.01,aged,test,0.4823273518216422,0.27530364372469635,0.4987684729064039
F8.02,aged,test,0.5341506129597198,0.3157894736842105,0.4992526158445441
F8.03,aged,test,0.5455486542443064,0.25862068965517243,0.5317604355716878
