behavior,behavior_id,animal_id,group_id,phase
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 standing,1,F5.05,aged,sample
 upper_ob,2,F5.05,aged,sample
 standing,3,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
 upper_ob,4,F5.05,aged,sample
